Temperature (°C),Pressure (atm),Catalyst Conc. (%),Co-monomer Conc. (%),Ethylene Feed Rate (mol/hr),Catalyst Activity (units),HDPE Yield (%)
88.17074833037672,152.44587293411112,19.56343898757249,40.40045687973124,106.10527243721839,68.2641293043464,83.15954797572135
109.55658040122054,156.92482626935407,19.88663602746014,41.97992605189368,112.04304479833222,70.64618936217094,85.7304731064452
106.96653332461435,183.8421242852716,19.10113150993931,41.98249676947096,110.26218256701107,73.69186222190582,85.3683239954212
93.67664387912538,128.85780626324333,18.872547696010923,42.05133312048861,105.76090350726533,70.5164689672709,85.81273449158289
104.49740646600537,178.22855769867414,19.94123278055574,42.14265364726629,105.06439411796079,67.20317998599849,85.91611626847642
83.57395054441203,146.02514292383228,19.704633538882042,41.80806777027541,99.65083193684518,64.43475167319946,85.82438778317574
99.43650329261544,138.55726004010418,18.402007369435665,40.92222451784373,116.35124235198757,65.87879605837728,84.48349692735485
102.49116286590633,177.16728137757391,18.354984918683495,41.77527709513208,112.16908337093867,69.4673833100086,84.95449918142423
114.23949731056936,169.7488953516207,17.133665658387482,41.38977748724165,115.73792048423324,67.23190488133368,83.9577490187214
90.15717582782828,178.19997390894363,19.089566437125665,41.72441376420092,106.00000139008529,69.82648835891698,84.83170481889397
85.10897528181296,171.4164680867903,18.90696719644433,41.36565629335167,103.23187894667409,67.58450929940606,84.86562696229524
88.87966804031032,190.25237921942667,19.86744001210422,41.16529041322969,99.85272292316127,66.06518243421431,84.79243456195093
84.7132870419772,167.94995809365287,19.30698708606589,41.33622098864008,111.38121217556608,65.72384085846119,85.09871505640798
110.84983159546772,156.70069012379577,19.938197859807623,40.840289747650864,100.11706145600886,73.90476715423706,84.35407252234735
113.40538260990755,164.57301161202892,18.421856032583857,41.42789281360997,123.2791782591908,71.91190010128012,84.89873707458396
101.29679208336023,178.2348349410774,19.934176840742083,41.88027703153645,98.05068763923646,74.44746799947588,85.11828287983992
110.52443092232795,148.08191640339015,18.654737263085394,41.666343389548345,110.72821613688458,70.88932029385758,85.38935183184559
97.83742135450812,148.40727911714683,19.24653623661026,40.621613048010765,120.8470673512985,67.8661406209496,83.12229693588222
97.16264190253864,154.9651383631344,17.86143288086202,41.846218380077275,113.30693787155376,73.22713266619145,85.14219797443286
94.12145869324787,127.45161354183232,19.051066960439325,41.07657773999945,109.83686906040742,69.11653567615129,84.31479360473186
95.31495840455045,161.9376859047985,17.516966726424798,42.168898990297734,100.80448936409559,69.93870458076644,85.52358539790762
82.53657691441707,131.22083785855358,18.78993813062344,41.9075391799416,97.44767055114679,69.12243889261765,85.01824059688423
100.78390660622341,160.41957879287057,19.387622937639836,41.56212708860767,114.67807074260944,60.41812227778234,85.17669871268753
98.19308388532924,173.0012164560647,18.73233090588254,41.75725751436471,120.62373079963328,74.10148147360141,85.7455287343371
105.27050611787506,152.18663960780174,18.113874616269303,41.52500940746326,104.96631243581166,70.71156801769177,84.77112359637039
99.64330440652598,185.27629881467547,19.85391213597172,41.87303841283366,99.47601661933668,70.28372352273928,85.88508680267486
96.4794366178982,137.68565093811316,18.94384817651974,41.335234977579724,88.84795375980649,69.07132641528763,85.13309204198639
88.84476030997718,176.98101450827426,18.497516134888834,41.47917936198802,100.59846757695638,69.71257662428674,84.44586326256685
99.69844495560977,170.48185436007196,19.27774488377146,42.35385984457551,107.7128593334317,67.51922022917327,86.2211407342402
104.52159079192892,133.00631744863603,20.894139934498295,40.99311387310727,121.18538823716479,71.04593921215726,83.92402310470911
87.15044270248612,200.67276802226712,20.068760433156417,41.61232243258232,113.95804861452933,65.3651945051354,85.72979076665591
97.77799726620859,157.58417298066655,19.65587386690057,40.56863208063228,110.80359070382917,69.73965903049923,83.6290746617515
99.63918302805625,145.73289899133175,19.175625433384244,41.08941680315971,105.21263689868613,70.8915175062609,84.13594189095176
91.19326291144226,138.72086398241154,19.226665904967945,41.633720010364556,103.88141310540546,68.67736202025785,85.46738843453113
91.7808880920221,155.9017493335692,16.997996954611192,41.218938376760484,119.70261217270146,70.34131907373197,84.57431392637761
99.03123050078517,156.47337867563326,18.13809622611025,40.907593889213885,109.94654857770749,66.19631694911743,83.40640251640377
86.82049087228798,161.1750463514074,18.65421573324157,41.74332402299339,91.6985320965336,66.362188503263,85.19337631901776
102.02874671826267,155.49637852668826,17.63246374020416,42.106572014704994,103.17787151254315,69.99324571093972,85.66188695721094
88.68448163599187,168.68165185273728,17.98357371097362,41.07564121318946,101.58902491739997,71.26302554964964,84.54753171572983
109.41262555894303,154.3716300600858,17.611352980414612,41.92141707914445,104.22789900515664,63.674408572783044,85.98011078576359
121.42360388206744,130.5151988660543,18.98067253848821,41.68012535670729,113.00895108580374,70.81889480709383,85.05665803523054
89.96421408854725,157.75988690762512,19.797958303070416,41.94697948418098,107.71191370884169,67.65613188046883,85.7147276319568
102.9602946248128,123.6537742003336,19.789973615165977,41.567861077183814,107.83735374410395,68.64772023814439,84.52277000133257
91.54075029501193,165.51370763922392,19.533869905621422,42.089213181075884,119.1088064585809,65.2819568132944,86.01021167979015
108.07857325948856,144.5208991270823,18.146540807418813,41.66276652176528,102.88694022189533,66.6744627495343,84.58628940188834
85.27474401024556,161.8868174121975,17.43617989845846,41.562583623530685,123.404512219736,72.14383398290954,84.90916012637211
103.49886464387326,179.81749715001567,17.76775430537783,42.14555665176532,103.21616390148083,69.3919024381654,85.86624632449517
88.95421889981816,144.9923645686027,17.90584108037432,41.23786486608791,109.17409914398954,68.08192158041581,84.6051357108896
96.74328295484726,176.13033161778387,18.492194453029196,42.01106297102114,106.35201234250674,68.95135549497134,86.01641105728868
87.47634448324641,152.81242908008724,18.8188505102866,41.54881215246757,109.46067772234763,70.70429780116287,84.73324654339935
106.56173946544958,186.09387744291433,18.273227314621437,42.03399235692614,112.09901530514654,70.59262316077077,85.42279344561506
88.27171089247703,152.8340359342906,18.931559324152833,40.7967939129077,111.80087122532012,68.94001365111416,83.30189304609111
102.24015064245846,145.77304976039727,18.494308210045467,40.68368317632569,102.31512486117789,72.44890908576126,83.40063506142522
94.41607132447344,169.683496912139,18.97269947116701,41.686124260341145,99.49881403130652,72.15245363616354,84.82131450887096
98.11385369266543,154.06440928996773,20.226844794800478,41.84821515040281,128.68269650357746,70.56877717555706,86.57322176331756
99.79598240093063,147.15687769912805,18.135420444372038,41.41456767902946,104.66792819906173,69.4337368066633,85.39802915866167
91.05796283584583,152.92408559782314,19.504016050742475,42.05895781500512,114.17822570343019,71.26422638238576,85.84526194054288
99.54766324284584,158.34439511126232,18.849819444078385,41.155316738398724,95.56936852924404,70.15805177211837,84.3049901342962
113.88106548148149,180.13820682686801,18.877640934708587,41.982177628935695,106.33531322050476,72.46850770528893,85.72214979742172
90.3595342051169,130.61160562361988,19.74332557255378,41.60068279413891,107.49996518607097,71.95746425918018,85.17560257930505
108.81101307595146,159.0525075720677,19.47643923444886,41.04725891592891,112.1691345148243,66.13854527344763,83.86613955401627
113.7282413488594,169.5274108070445,18.42962361670465,41.80416006953983,86.81377499881218,66.03881455114873,85.93408126747694
89.96637639682842,162.51366412609718,18.886253104690876,41.69405114665897,109.84511569051524,67.15424675973208,85.15990785888607
84.2966831922949,179.88930312930336,19.43677665686736,42.22840118264179,99.40797201245691,72.2313678979008,86.05903655400054
100.87357489807611,158.2570402129358,18.74508607567155,41.652838806010294,111.0765114266042,64.51194587820866,84.8174573704481
92.69054815459108,156.87577382668817,19.509172911395193,42.005600472842126,100.22994434807717,70.44456112871522,85.20577922782478
117.52467018145047,169.11875144629306,19.434613111783335,42.07296843233826,101.76096818132291,70.39004414764266,86.04829748727556
99.14207121949373,161.6844535619537,20.664547945908662,42.05102960142906,106.41022859366578,72.78756891446454,85.99249476811924
89.38299557732324,153.12323487625858,17.627024105674927,40.82348404321212,100.00698795038382,69.75382792559635,84.25623707209378
86.62365451139328,167.32550401261727,18.925863613579683,41.45324873321631,104.70763062880597,65.2263249295927,85.119062026888
108.8946171793684,149.7081972416529,18.27208988790527,41.45861332798623,98.95243980021098,66.37165809233439,84.9944594855751
93.0061326187693,150.96056853436986,19.662779054254027,42.15879663521225,93.92438293136158,65.74888670678223,85.89746544951396
98.3262961075719,151.48209677236247,17.67826451620547,41.30780484578684,116.62965743355583,67.62916860806105,84.86001014120953
106.64043722654819,178.99314595599157,19.04765261203575,41.08577411358937,98.01691167933649,68.64394590869219,83.85301221927921
93.32785580758001,111.33388907124156,18.538571086643405,41.60620023591252,107.09185781499717,65.76432787926734,85.21304915861039
98.83633158059305,166.56764990593945,18.736575474101855,42.27432879447371,114.68508113544961,73.74296221370653,86.61952483499333
97.72037213479068,159.91437641689222,17.81431549542142,41.47856393946157,103.56620420899864,65.26703439870616,84.85757029126984
105.1301047665611,134.54669530640334,18.70215415588924,41.607306007674545,101.93578025846071,73.30686399979996,85.37107456425022
103.38699113662335,163.6905059958701,19.737487369612765,41.08890991383152,110.24484818202939,72.77296083066302,84.34943472690011
95.83456848077871,166.6675224466341,18.988775501508165,41.18135893967135,117.4479338059831,71.94713926115004,85.04463224165875
97.5667319635489,167.40854965037175,19.23470467144551,40.78181000139924,99.01175804788122,67.10184026179623,83.66280168572965
93.34693300125404,118.9042117812536,20.097894236695254,40.81945831857584,107.18190773342161,70.21889783231126,83.83090389561117
83.4585521144781,180.20118283853006,19.269673513776198,41.54347641692553,94.66937776322044,65.43255386082768,85.29334522959068
99.89874771934015,147.84134618191638,18.383645128689842,41.160086578367284,105.26973436371233,71.94039230168617,84.15342393169855
116.83438114760591,169.72192179816346,19.351917656965043,41.57701610260512,108.762695418714,69.0225746265959,84.89057942409404
90.02116770954036,171.3671709371289,18.779152862061316,42.082913348710335,101.77029775551584,68.07568680101814,86.07294889556374
90.31585127709688,146.38992354219403,18.607998946643242,41.72792577129234,104.84983387603864,65.58164973335144,85.05768546640489
88.99613947120338,169.14738932445894,17.70994005721501,41.42974812744156,97.19711300199549,61.7989452183405,84.62927148455098
105.30449226233728,153.7688540520324,19.755649611644028,41.47759780898015,109.1239507004402,66.13803833358686,85.07321809388256
102.23927821036523,128.21446301977838,18.629803856580658,41.25394353560764,116.9148569496153,72.57304606611378,84.69302958550104
96.85068470891177,177.3976828118585,19.254694004921774,41.83510296802607,99.77735674597082,68.06875356664287,85.54507704134541
89.21334554771775,148.21866969835037,18.26961449814154,41.860713524547506,103.56781788809437,68.76660943891157,85.49192020513425
99.08115904171737,146.82031529358252,19.38810588510191,41.87793831473012,112.54004386229822,71.22650002019773,85.19673890664765
82.63853505789221,153.70317376929316,18.461636092304495,41.916207316019424,118.23232029598817,74.68480390505194,85.35594541406282
98.34140362840162,162.62729659475917,18.613417512595213,40.70866662359025,96.41787374730688,73.15671008732609,83.63392244978336
107.34011838373942,159.18770904517103,19.85847945570632,41.8701453207621,107.22783141602991,66.3720496462302,85.7810931535751
85.72629045837132,167.92950046722711,19.692177905963046,41.78312970142611,110.79483180664471,63.43718089973204,85.29785228088512
82.23107613558619,139.0193860429676,18.871440667957156,41.43626137053856,107.62808123795458,76.30110895879298,84.44532362985353
114.96528938798758,149.38875110569808,17.878222791594375,42.419612938140325,88.83202727386318,76.1301567394183,86.46363808879873
92.3566441943362,158.17500443088628,21.512808603394024,41.78362480179751,112.56800014814293,69.84500082612423,85.59280073672755
109.28479292507197,187.9029595473101,20.378015792626947,41.20251701053539,120.64535511692937,65.43386741735665,84.90664308204218
96.29830566161934,157.65130894819157,19.537710438310054,41.19913917074942,109.41307929855574,72.12957224628167,84.79785289199707
96.56647055408337,175.94110033798404,18.443941655601385,41.67078840504929,100.27440391408298,68.9376751121807,85.23252340437081
102.27882974178806,159.98619243523368,18.88280195734383,41.50263433264838,104.38181987243844,68.90447555235652,84.86837843352701
89.1486313491226,152.2351628654501,18.562418635325535,41.273151573179995,122.65788203081812,71.93266527410206,84.98577489573374
98.93576260558076,155.45857591257965,19.913782543933188,41.265658403818044,115.73104922321251,70.22879868878391,84.51348896328038
93.94701154412004,156.76537180038264,19.15047873577171,41.47743592911996,113.59045115861976,65.67767437272772,84.70238211545121
84.4888760035007,168.28677021726824,18.296121522699888,41.07838619196796,111.31302697296888,68.25663734710102,84.61726304693877
100.98775452263192,179.78048606709524,18.526629364542156,41.47908304996583,103.1625198243932,71.20926714694454,84.51616721920989
96.88510751915284,166.22362510473528,20.276496911038922,42.37335976274553,107.08520375324535,70.87564326646081,86.89773198491498
95.40056522323897,176.40562700035161,20.022781654377894,41.10828106481911,107.74796980303262,69.9717255673058,83.71351688460756
86.31028451833761,145.38856114397402,20.325638738908793,41.65074323114432,112.94808127257545,72.07601223545754,85.51486744059899
115.15591696175571,154.36721649140122,19.916103973075096,42.07087070600295,120.72659031465119,68.24246861680618,86.55239160515957
107.09695643937961,148.92404974046363,18.880353748837504,41.61450671173069,117.48793191628482,69.80662273662712,85.41226821939807
107.75757387123186,164.31818201394583,16.43579269711472,41.55347976882958,97.15942703232068,59.1305136388117,85.14501878689009
94.55055640398422,153.7700022221597,19.138978876146837,41.17543116139635,110.24258517975852,67.87636213274662,84.50625428550129
80.31290688715812,170.1007378649312,18.8997209384728,41.20975957955557,114.34469873411722,71.51700471211396,84.50591972774039
117.92134789751427,145.87812663905513,19.21002919521187,41.81190182532221,113.49990440023447,68.10332747818727,85.49021759077394
96.10780729102774,159.02439917451986,18.72281347039817,40.66500310796973,103.30597768928644,67.77124172304157,83.39847796385803
91.42211608634844,170.59921845591418,18.166518782077915,42.0555988003027,131.9266379819655,66.18252327258485,86.1376425581862
102.25882754692243,128.5999187012207,19.46862979600377,41.214912096466534,98.29467497661246,72.26577341581815,85.11351475261411
109.20626950771916,190.91764853417845,19.389538458147026,41.28775312050596,99.77637513013238,70.8663311723521,84.41882703460773
97.17004046513497,154.7281994995428,19.396007532145138,41.10750060670519,110.29382890334132,71.6887779200936,84.25068253248705
110.52168339238938,128.89334154372858,19.691244531107618,41.65701591671885,125.40141590383527,64.05485384618855,84.66991464124455
108.08119395733092,161.21620372929374,19.296039958977858,40.8440835741506,101.71684051588691,68.72184953096323,84.06399321520279
87.474169709248,160.20988590495728,18.73147186658602,41.28707942384296,106.40312077273263,68.42454082570426,85.29747697908573
92.46179151302967,159.32131530483394,19.243253664073237,42.373421554801276,117.26831095532859,68.48326566580587,86.49961571203053
105.89889900164432,172.90095314164083,18.653781736014366,40.52151000919176,108.14754368200396,67.29713782939905,82.90440921105832
69.96287756470345,169.91455237386268,18.858410359987253,40.728940397648664,105.70929456410862,68.15474988483544,83.86125400350979
96.30807117773239,163.79544246106718,19.749231152122952,41.0706927773631,113.00039172876654,71.78659860495635,84.75328513672784
84.05732035238864,166.57226283175567,19.606343094576832,42.03599957653395,110.72584796791617,63.53429796299621,85.45704046079419
92.99163837334608,157.72215259764985,20.601168848576293,41.63105732042218,116.71315733355449,74.56670782832144,84.69647048460165
93.75331017866039,185.0311849239341,20.45055295114584,40.21595306635404,118.67443999614196,70.62286781688891,83.42688883619053
94.81753064676677,137.66203734724513,19.1637132725516,41.65833941029985,111.00602128327313,69.14800271463449,85.4999680323023
93.48607373543543,162.47737558772977,16.182847125372884,42.463267321307725,110.95994758509666,72.03354533015387,86.26085782070189
86.57909793902853,160.08208709873378,19.877099581730977,41.12387151051734,110.15670466270365,64.86640416670198,84.43816804414583
121.22289700574353,171.96501738633097,18.64364501319952,41.591742764167584,112.45101749538888,67.27488380564425,85.37973042194582
116.04272196039089,146.28928101755673,18.20083834222954,41.04851183370999,108.86237784281889,68.84728007275193,84.21012739847173
85.89952299409632,132.9250695111287,18.561289079173292,40.975933853158324,108.43515479100407,73.31669243608773,84.40022649582392
113.74925679874197,161.7894233664659,18.62470788397489,41.11410065472082,118.06402812733123,69.10601583697698,84.91011160713286
95.04171099005463,164.62527754121433,19.748907321780106,42.35823814638643,120.75847517968823,70.66493688197939,86.29545736847895
98.45944044914756,181.1156111430664,17.544342805656637,40.611141191144505,96.33552215741145,67.42923586943103,83.95945714478808
96.68789321521518,139.850123017535,17.9679816069128,41.124849799286956,108.4952483156976,70.668065757789,84.15079101773041
92.21531251366312,177.53160556117822,19.477726574908626,42.185315227428255,103.09204439821346,74.33251871181105,86.01599865775346
107.00818841145013,194.28467231387188,19.290771468177812,40.69079534983768,105.908436390035,72.18468413598414,83.96208121923583
99.54649055177725,154.08519877742216,19.58513962745148,41.494912098237656,111.7560828336339,69.02360861454203,85.35953155751334
93.87992941672034,140.70062990040032,18.531731889081552,42.146038118248796,113.93618742845385,71.31681276985346,85.80680456114095
84.35172255432923,152.86829937269164,18.066791728670495,41.23008896425413,107.52769057515098,70.9449019258425,84.24702124041744
88.70011204889146,159.39162892339303,18.50370767949033,41.14908172492588,93.14778509547791,70.74701690172199,84.54507773260332
82.17207850975501,168.4694628326577,19.338368118271774,42.10662459178222,100.85287031361257,72.62247756169222,85.73234958221997
98.36930767420922,150.84526721872962,20.25014994293242,41.89572726347681,115.70288138535852,72.57887512339099,85.3088402375719
85.83663306988336,182.65585588084653,17.31287249956523,41.430866159057715,86.55199974781146,68.85622977142081,84.75411124090914
96.22365753372942,143.55137010142957,19.043232659162015,41.86950711624704,118.10932504582036,71.23059110061548,86.09907832364355
111.21444930228205,132.98617463781403,17.812214938724424,41.113204488167106,112.60901877092861,68.07030465940676,84.39178845772292
109.64786204212541,175.79866438810564,17.5919224363446,41.341568794359546,118.98626694135388,66.45921195561012,84.56858289113694
97.17864287715594,124.94441987281635,19.648918270821383,41.15066342053432,106.84912298222508,68.41035697152442,84.37676477272764
97.62306120157679,156.8702233720415,19.559176775351542,41.996484225027146,92.0704951656928,69.05203482371927,85.61738557876035
116.6381183997847,206.12466823049851,19.319390039151465,41.093653249962266,111.92282274524881,64.25521783906444,84.79921613196827
102.52561609780591,158.72264473804245,19.566334395339492,40.7749316030735,118.61198185408408,71.78837610913882,84.14756861777349
95.75627047738408,143.59352843118688,18.874808651624416,42.1826336448898,116.02706632862603,61.01266967445214,86.29291884518662
85.07512726327717,159.80743292336956,18.9877170955536,42.23625888878967,103.36538168640593,77.47790759561407,86.6691355431021
101.43595303228274,158.29805641501287,20.622889706036887,41.06035330870751,109.1312412100306,73.72421370455366,84.37152606329413
105.45402151637657,161.1754349220262,18.59293910422933,40.62187852525759,104.1324078235791,68.41452281439231,83.95097973818494
92.76637253781547,170.38147154247724,19.858827636181253,42.18071403330458,102.08122925935402,69.34595956812582,86.35360972868989
99.99427793580466,143.11030156085522,18.77566782887674,40.91585546866506,116.02838986749185,70.10155626978836,83.85281298053042
95.21288950492794,185.55576547587037,17.733548789456826,42.161084830189246,99.02581931663849,67.53555773941306,86.0607780675978
95.0165495741088,162.17647863592572,17.078515188483692,40.799327205435965,101.20657775110945,69.75641204064198,83.57109195762354
73.79456106242131,170.9905946293161,18.70500803355923,41.89396770812979,99.75189263697649,68.8600489192728,85.84097704755578
95.2136741447253,149.58031116281617,19.702753046807658,41.380080241037234,96.50695583634345,68.93164985967502,84.28936022735833
108.23173166044013,179.26651586174765,19.7651429843987,41.57378068703503,109.73856916428578,69.82801060521439,85.67254829544949
91.74203143797186,155.69326373723678,19.745275979788588,41.64231346479291,117.79903151206048,65.31292016704036,85.0700712420468
98.10901087910584,163.29906649973657,18.106299856089116,40.905612565136344,106.96895434965695,69.34269337221048,84.47968399619083
90.64198850791601,145.67971747017415,20.343071885806655,41.45826235827185,96.47920454234108,69.75293671327964,85.25186946854403
102.36593647123739,145.21235534873907,18.41846528692831,41.733418391168875,115.31474628147492,69.6841438458371,85.95189963538708
95.03616513592176,169.1243020691663,18.97060879675685,41.15726170164257,121.88578867119021,68.55259505314676,84.00174638910437
88.816587997289,153.02877552548463,19.043969019101077,41.61754508084909,103.35618683234088,72.67663604066493,85.26125425513634
112.30712637932282,147.55156392727196,19.106303869416216,42.11080666525111,104.7942673290922,68.25039306677232,86.22701462833942
106.77514095149402,149.4023430837449,19.94232891467945,40.957291412561524,112.56101264268864,69.89984152148031,84.35727602021483
92.43489502566297,170.40776340758794,18.55690225010341,41.742537966403866,121.53548531539849,73.17214026833568,85.6049533311809
102.19524738874618,149.37962583969318,17.72465686907256,40.858159623443434,104.24349737101923,68.96295684834959,84.02170536821052
102.8034541561686,157.23584338793674,18.873329920956333,41.22002483294884,97.76906851800996,69.85772318540045,84.286667659956
